loyalty_member_id,email,first_name,last_name,phone,tier,points,join_date,email_optin
LM-31498,joshua.yu.046908@example.com,Joshua,Yu,(556) 404-4148,Gold,52246,25-Oct-2024,true
LM-31499,connor.rodrigues.046910@example.com,Connor,Rodrigues,5704304210,Platinum,119562,22-Feb-2023,true
LM-31500,crystal.mann.046911@example.com,Crystal,Mann,+15774434241,Bronze,13770,18-Apr-2023,true
LM-31501,,Walter,Bell,(584) 456-4272,Bronze,1181,15-Feb-2024,true
LM-31502,christian.lara.046914@example.com,Christian,Lara,5984824334,Bronze,18866,22-Aug-2022,true
LM-31503,shannon.wilkerson.046915@personal.example.com,Shannon,Wilkerson,+16054954365,Silver,41962,01-Jul-2025,true
LM-31504,christie.hurst.046916@example.com,Christie,Hurst,,Silver,41586,11-Jan-2024,true
LM-31505,billy.richmond.046917@example.com,Billy,Richmond,619-521-4427,Silver,42901,27-Jun-2024,true
LM-31506,william.berry.046918@example.com,William,Berry,6265344458,Gold,61477,19-Jul-2025,true
LM-31507,vickie.jimenez.046922@example.com,Vickie,Jimenez,,Bronze,2883,08-Sep-2023,true
LM-31508,curtis.gutierrez.046924@example.com,Curtis,Gutierrez,(668) 612-4644,Bronze,12076,23-Jun-2023,true
LM-31509,gregory.haynes.046926@example.com,Gregory,Haynes,6826384706,Silver,49984,27-Sep-2023,true
LM-31510,norman.decker.046928@example.com,Norman,Decker,(696) 664-4768,Gold,56452,31-May-2023,true
LM-31511,catherine.deshpande.046929@example.com,Catherine,Deshpande,703-677-4799,Gold,69569,17-Oct-2023,true
LM-31512,raymond.sangha.046930@example.com,Raymond,Sangha,7106904830,Platinum,80130,10-Nov-2023,true
LM-31513,dawn.walker.046931@example.com,Dawn,Walker,+17177034861,Bronze,3042,09-Jan-2025,true
LM-31514,lee.brittney.046932@example.com,Brittney,Lee,(724) 716-4892,Bronze,3539,28-Oct-2023,true
LM-31515,dustin.blair.046933@example.com,Dustin,Blair,n/a,Bronze,12105,31-Dec-2022,true
LM-31516,jaime.smith.046934@example.com,Jaime,Smith,7387424954,Bronze,6704,18-Feb-2023,true
LM-31517,kristen.diaz.046935@example.com,Kristen,Diaz,+17457554985,Silver,30675,07-Jul-2023,true
LM-31518,glenn.richard.046936@example.com,Glenn,Richard,(752) 768-5016,Silver,26432,12-Oct-2022,true
LM-31519,thehughess.034269@example.com,Eileen,Jhaveri,,Silver,30300,19-Sep-2024,true
LM-31520,rhonda.oliver.046939@example.com,Rhonda,Oliver,+17738075109,Gold,59340,23-Jan-2024,true
LM-31521,,Jade,Tran,(780) 820-5140,Platinum,78177,02-Oct-2024,true
LM-31522,humberto.bowers.046941@example.com,Humberto,Bowers,787-833-5171,Bronze,1080,26-Jul-2025,true
LM-31523,joseph.jacobs.046942@example.com,Joseph,Jacobs,7948465202,Bronze,20024,20-Mar-2024,true
LM-31524,luizfernando.rocha.046943@example.com,Luiz Fernando,Rocha,+18018595233,Bronze,23205,13-Jan-2025,true
LM-31525,meghan.lozano.046944@example.com,Meghan,Lozano,(808) 872-5264,Bronze,6221,26-Oct-2023,true
LM-31526,chad.ray.046945@example.com,Chad,Ray,815-885-5295,Silver,47477,21-Sep-2024,true
LM-31527,rachel.patla.046946@example.com,Rachel,Patla,8228985326,Silver,47212,08-Aug-2023,true
LM-31528,jeffery.georges.046948@example.com,Jeffery,Georges,(836) 924-5388,Gold,57777,08-Sep-2022,true
LM-31529,sabine.melgar.046950@example.com,Sabine,Melgar,8509505450,Platinum,89230,28-Oct-2024,true
LM-31530,brian.evans.046952@example.com,Brian,Evans,n/a,Bronze,14202,15-Apr-2025,true
LM-31531,jaqueline.mcintosh.046953@example.com,Jaqueline,Mcintosh,871-989-5543,Bronze,7962,25-Jan-2025,true
LM-31532,alexandra.baldwin.046954@example.com,Alexandra,Baldwin,8782025574,Bronze,16376,19-Oct-2023,true
LM-31533,pamela.petersen.046955@example.com,Pamela,Petersen,+18852155605,Silver,44249,22-Jun-2024,true
LM-31534,federico.guzman.046956@example.com,Federico,Guzman,(892) 228-5636,Silver,26394,03-Feb-2025,true
LM-31535,chaaya.eaton.046960@example.com,Chaaya,Eaton,(920) 280-5760,Platinum,118850,19-May-2025,true
LM-31536,amber.avila.046961@example.com,Amber,Avila,927-293-5791,Bronze,7739,22-Mar-2023,true
LM-31537,isaac.underwood.046962@example.com,Isaac,Underwood,9343065822,Bronze,17804,16-Jun-2025,true
LM-31538,fidel.barnes.046963@example.com,Fidel,Barnes,+19413195853,Bronze,18366,21-Jun-2024,true
LM-31539,dennis.floyd.046964@example.com,Dennis,Floyd,(948) 332-5884,Bronze,20849,07-Oct-2022,true
LM-31540,erin.velasquez.046966@example.com,Erin,Velasquez,9623585946,Silver,41998,12-Apr-2023,true
LM-31541,,Noah,Lawrence,(976) 384-6008,Gold,71459,31-Aug-2024,true
LM-31542,kristin.toledo.046970@example.com,Kristin,Toledo,9904106070,Platinum,111673,09-Nov-2024,true
LM-31543,earl.fonseca.046971@example.com,Earl,Fonseca,+19974236101,Bronze,17442,24-Feb-2023,false
LM-31544,martha.almanza.046973@example.com,Martha,Almanza,211-449-6163,Bronze,6922,04-May-2025,true
LM-31545,javier.cherry.046974@example.com,Javier,Cherry,2184626194,Bronze,17308,10-Jan-2023,true
LM-31546,cecilia.mojica.046976@example.com,Cecilia,Mojica,(232) 488-6256,Silver,34284,22-Jul-2024,true
LM-31547,david.darocha.046977@example.com,Dave,da Rocha,239-501-6287,Silver,39738,23-Jan-2023,true
LM-31548,samuel.archer.046979@example.com,Samuel,Archer,+12535276349,Gold,53255,19-Jul-2024,true
LM-31549,jacqueline.fernandes.046982@example.com,Jacqueline,Fernandes,2745666442,Bronze,14164,26-Mar-2025,true
LM-31550,heather.leblanc.046983@example.com,Heather,Leblanc,+12815796473,Bronze,13244,23-Sep-2024,true
LM-31551,april.perea.046984@example.com,April,Perea,(288) 592-6504,Bronze,8141,09-Apr-2025,true
LM-31552,christine.calvillo.046985@example.com,Christine,Calvillo,295-605-6535,Silver,49501,24-Oct-2023,true
LM-31553,arthur.aguayo.046987@example.com,Arthur,Aguayo,+13096316597,Silver,29427,01-Aug-2024,true
LM-31554,trevor.ibarra.046988@example.com,Trevor,Ibarra,(316) 644-6628,Gold,74220,30-Dec-2024,true
LM-31555,erika.young.046989@example.com,Erika,Young,n/a,Gold,50258,13-Sep-2024,true
LM-31556,paul.gibson.046990@example.com,Paul,Gibson,3306706690,Platinum,110630,01-Oct-2022,true
LM-31557,sweeney.kari.046991@example.com,Kari,Sweeney,,Bronze,7621,24-Jul-2024,true
LM-31558,gerald.spencer.046994@example.com,Gerald,Spencer,3587226814,Bronze,22916,19-Apr-2025,true
LM-31559,kirsten.murphy.046995@example.com,Kirsten,Murphy,+13657356845,Silver,28037,24-Jan-2025,true
LM-31560,allison.kim.046998@example.com,Allison,Kim,3867746938,Gold,56106,30-Nov-2024,true
LM-31561,,Gina,Beck,(400) 800-7000,Platinum,101526,18-Jul-2023,false
LM-31562,garrett.stevens.047001@example.com,Garrett,Stevens,407-813-7031,Bronze,14252,11-May-2025,true
LM-31563,jillian.harper.047002@example.com,Jillian,Harper,n/a,Bronze,9571,11-Aug-2023,true
LM-31564,jeff.mccormick.047003@example.com,Jeff,Mccormick,+14218397093,Bronze,15752,15-Sep-2023,true
LM-31565,carlos.kade.047004@example.com,Carlos,Kade,(428) 852-7124,Bronze,9112,30-Nov-2024,true
LM-31566,davis.betty.047005@example.com,Betty,Davis,435-865-7155,Silver,29879,16-Dec-2022,true
LM-31567,nathaniel.hernandez.047006@example.com,Nathaniel,Hernandez,4428787186,Silver,48852,02-Mar-2025,true
LM-31568,rickey.guevara.047008@example.com,Rickey,Guevara,(456) 904-7248,Gold,60058,18-Mar-2025,true
LM-31569,wayne.vigil.047009@example.com,Wayne,Vigil,463-917-7279,Gold,59005,03-Feb-2023,true
LM-31570,beth.jurado.047010@example.com,Beth,Jurado,4709307310,Platinum,76965,20-Jan-2024,true
LM-31571,margaud.lynch.047011@example.com,Margaud,Lynch,+14779437341,Bronze,8442,13-Jun-2025,true
LM-31572,spencer.granado.047012@example.com,Spencer,Granado,(484) 956-7372,Bronze,15174,27-Oct-2024,true
LM-31573,joyce.mcmillan.047013@example.com,Joyce,Mcmillan,491-969-7403,Bronze,21241,31-Aug-2022,true
LM-31574,arcelia.santos.047015@example.com,Arcelia,Santos,+15059957465,Silver,31361,22-Jun-2025,true
LM-31575,james.gardner.047016@example.com,James,Gardner,(512) 208-7496,Silver,47420,05-Dec-2023,true
LM-31576,heitor.edwards.047017@example.com,Heitor,Edwards,519-221-7527,Silver,30454,28-Apr-2023,true
LM-31577,anabeatriz.delvalle.047020@example.com,Ana Beatriz,del Valle,(540) 260-7620,Platinum,114273,21-Apr-2024,true
LM-31578,leah.mueller.047022@example.com,Leah,Mueller,5542867682,Bronze,13319,25-Aug-2022,true
LM-31579,perla.moran.047023@example.com,Perla,Moran,+15612997713,Bronze,7851,18-Feb-2025,true
LM-31580,natasha.marques.047024@example.com,Natasha,Marques,(568) 312-7744,Bronze,14494,25-Oct-2022,true
LM-31581,,Claire,da Mata,575-325-7775,Silver,44460,13-Dec-2024,true
LM-31582,jorge.thaman.047026@example.com,Jorge,Thaman,5823387806,Silver,46338,29-Aug-2023,true
LM-31583,yashodhara.holt.047030@example.com,Yashodhara,Holt,6103907930,Platinum,119767,31-Jan-2024,true
LM-31584,maximiliano.woodard.047031@example.com,Maximiliano,Woodard,+16174037961,Bronze,22710,20-Aug-2022,true
LM-31585,eduardo.reyes.047032@example.com,Eduardo,Reyes,(624) 416-7992,Bronze,18011,17-Jun-2025,false
LM-31586,thibault.payne.047033@example.com,Thibault,Payne,631-429-8023,Bronze,15544,17-Aug-2022,true
LM-31587,clarice.myers.047034@example.com,Clarice,Myers,6384428054,Bronze,14536,08-Jun-2025,true
LM-31588,darlene.mccoy.047035@example.com,Darlene,Mccoy,+16454558085,Silver,34907,26-Feb-2023,true
LM-31589,julio.morrow.047036@example.com,Julio,Morrow,(652) 468-8116,Silver,33933,18-Aug-2024,true
LM-31590,matthew.vasquez.047039@example.com,Matthew,Vasquez,+16735078209,Gold,55530,24-Aug-2022,true
LM-31591,porfirio.mitchell.047040@example.com,Porfirio,Mitchell,n/a,Platinum,95388,04-Jun-2023,true
LM-31592,triya.quintanilla.047043@example.com,Triya,Quintanilla,+17015598333,Bronze,14610,14-Jan-2024,true
LM-31593,santiago.caldeira.047045@example.com,Santiago,Caldeira,715-585-8395,Silver,27893,09-Dec-2024,true
LM-31594,virginia.wise.047053@example.com,Virginia,Wise,771-689-8643,Bronze,23040,19-Jun-2025,true
LM-31595,tara.arroyo.047054@example.com,Tara,Arroyo,7787028674,Bronze,10975,08-Aug-2022,true
LM-31596,bobby.gamez.047055@example.com,Bobby,Gamez,+17857158705,Silver,33169,06-Nov-2024,true
LM-31597,melody.angulo.047056@example.com,Melody,Angulo,(792) 728-8736,Silver,28009,04-Apr-2024,true
LM-31598,kristine.casares.047059@example.com,Kristine,Casares,+18137678829,Gold,64324,29-Dec-2023,true
LM-31599,gary.moreno.047061@example.com,Gary,Moreno,827-793-8891,Bronze,10189,16-Jun-2024,true
LM-31600,kiara.phillips.047062@example.com,Kiara,Phillips,8348068922,Bronze,21416,11-Oct-2023,true
LM-31601,,Dylan,Ellis,+18418198953,Bronze,4724,17-Feb-2024,false
LM-31602,timothy.nunes.047064@example.com,Timothy,Nunes,(848) 832-8984,Bronze,6422,30-Mar-2025,false
LM-31603,justin.harrell.047065@example.com,Justin,Harrell,855-845-9015,Silver,45153,12-Jun-2025,true
LM-31604,cathy.aguirre.047066@example.com,Cathy,Aguirre,8628589046,Silver,34147,09-Mar-2025,true
LM-31605,molly.mercado.047069@example.com,Molly,Mercado,883-897-9139,Gold,70532,19-Oct-2024,false
LM-31606,barry.medina.047070@example.com,Barry,Medina,8909109170,Platinum,99828,25-Jul-2023,true
LM-31607,austin.cunningham.047072@example.com,Austin,Cunningham,(904) 936-9232,Bronze,24871,21-May-2023,false
LM-31608,tyler.crawford.047073@example.com,Tyler,Crawford,911-949-9263,Bronze,364,15-Apr-2024,true
LM-31609,keith.andrade.047074@example.com,Keith,Andrade,9189629294,Bronze,18203,16-Jun-2024,true
LM-31610,katelyn.franklin.047075@example.com,Katelyn,Franklin,+19259759325,Silver,43525,31-Jul-2024,true
LM-31611,jimmy.mosley.047077@example.com,Jimmy,Mosley,939-201-9387,Silver,33790,26-Feb-2023,true
LM-31612,sara.day.047078@example.com,Sara,Day,9462149418,Gold,69305,27-Jun-2024,true
LM-31613,kim.barry.047079@example.com,Kim,Barry,+19532279449,Gold,62733,18-Jun-2025,true
LM-31614,derek.valenzuela.047080@example.com,Derek,Valenzuela,(960) 240-9480,Platinum,100590,21-Sep-2022,true
LM-31615,philip.lemus.047081@example.com,Philip,Lemus,967-253-9511,Bronze,13706,14-Dec-2024,false
LM-31616,krystal.soliz.047082@example.com,Krystal,Soliz,9742669542,Bronze,21878,08-Jul-2023,true
LM-31617,rufino.seguin.047083@example.com,Rufino,Seguin,+19812799573,Bronze,17018,20-Dec-2022,true
LM-31618,yolanda.maestas.047084@example.com,Yolanda,Maestas,(988) 292-9604,Bronze,2093,02-Oct-2022,true
LM-31619,lindsey.clark.047086@example.com,Lindsey,Clark,2023189666,Silver,46669,10-Jun-2023,true
LM-31620,vanesa.miller.047087@example.com,Vanesa,Miller,+12093319697,Silver,42621,27-Feb-2024,true
LM-31621,,Veer,de Anda,(216) 344-9728,Gold,55965,25-Aug-2022,true
LM-31622,emilia.montgomery.047089@example.com,Emilia,Montgomery,223-357-9759,Gold,54558,07-Sep-2022,true
LM-31623,janani.montenegro.047090@example.com,Janani,Montenegro,2303709790,Platinum,112784,21-Feb-2023,true
LM-31624,julie.suarez.047092@example.com,Julie,Suarez,(244) 396-9852,Bronze,7962,11-Jan-2024,true
LM-31625,luizfelipe.graham.047093@example.com,Luiz Felipe,Graham,251-409-9883,Bronze,21790,18-Jul-2023,true
LM-31626,jerry.hicks.047095@example.com,Jerry,Hicks,+12654359945,Silver,45648,10-Mar-2024,true
LM-31627,tracy.anand.047097@example.com,Tracy,Anand,279-461-0007,Silver,29469,15-Apr-2024,false
LM-31628,gerardo.johnson.047098@example.com,Gerardo,Johnson,2864740038,Gold,58725,27-Oct-2022,true
LM-31629,nancy.osorio.047099@example.com,Nancy,Osorio,+12934870069,Gold,62573,23-Jun-2024,true
LM-31630,kathryn.burton.047100@example.com,Kathryn,Burton,(300) 500-0100,Platinum,111712,26-Nov-2022,true
LM-31631,armando.aguilar.047101@example.com,Armando,Aguilar,307-513-0131,Bronze,16077,26-Aug-2022,true
LM-31632,gregorio.novais.047102@example.com,Gregorio,Novais,3145260162,Bronze,4501,24-Dec-2024,true
LM-31633,veronica.berthelot.047103@example.com,Veronica,Berthelot,+13215390193,Bronze,6086,11-Jul-2025,true
LM-31634,cheryl.lawson.047104@example.com,Cheryl,Lawson,(328) 552-0224,Bronze,1718,24-Apr-2025,true
LM-31635,leonardo.irwin.047108@example.com,Leonardo,Irwin,(356) 604-0348,Gold,57549,05-Jan-2024,true
LM-31636,w.gregory.047109@example.com,Warinder,Gregory,363-617-0379,Gold,65924,14-Jul-2023,true
LM-31637,emiliano.steele.047112@example.com,Emiliano,Steele,,Bronze,1744,29-Jun-2025,true
LM-31638,zayyan.church.047114@example.com,Zayyan,Church,3986820534,Bronze,22134,01-Jan-2023,true
LM-31639,ruby.stone.047115@example.com,Ruby,Stone,+14056950565,Silver,48340,22-Jul-2024,true
LM-31640,megan.beard.047117@example.com,Megan,Beard,419-721-0627,Silver,31676,05-Nov-2022,true
LM-31641,,Scott,Odonnell,4267340658,Gold,66865,09-Jan-2025,true
LM-31642,shawn.ferreira.047121@example.com,Shawn,Ferreira,447-773-0751,Bronze,9856,24-Sep-2023,true
LM-31643,michele.urbina.047122@example.com,Michele,Urbina,4547860782,Bronze,23161,01-Jul-2024,false
LM-31644,linda.segovia.047123@example.com,Linda,Segovia,+14617990813,Bronze,17066,04-Jun-2025,true
LM-31645,jon.burgos.047125@example.com,Jon,Burgos,475-825-0875,Silver,41245,09-Dec-2024,true
LM-31646,desiree.roque.047126@example.com,Desiree,Roque,4828380906,Silver,41431,05-Jan-2025,true
LM-31647,christina.ferrell.047129@example.com,Christina,Ferrell,503-877-0999,Gold,58699,19-Nov-2023,true
LM-31648,joanna.navarro.047131@example.com,Joanna,Navarro,n/a,Bronze,10743,08-Nov-2024,true
LM-31649,caroline.walla.047132@example.com,Caroline,Walla,(524) 916-1092,Bronze,19140,04-Feb-2023,true
LM-31650,erik.cardenas.047134@example.com,Erik,Cardenas,5389421154,Bronze,22494,26-Oct-2024,true
LM-31651,chris.chaudhuri.047137@example.com,Chris,Chaudhuri,559-981-1247,Silver,39724,31-May-2025,true
LM-31652,kara.green.047138@example.com,Kara,Green,5669941278,Gold,71711,23-Oct-2024,true
LM-31653,alicia.callahan.047140@example.com,Alicia,Callahan,n/a,Platinum,117711,05-Jan-2023,true
LM-31654,jesse.silva.047141@example.com,Jesse,Silva,587-233-1371,Bronze,21826,12-Sep-2024,true
LM-31655,m.saiz.047142@example.com,Morgan,Saiz,5942461402,Bronze,12184,23-Nov-2022,true
LM-31656,darrell.acosta.047143@example.com,Darrell,Acosta,+16012591433,Bronze,15085,28-Mar-2025,true
LM-31657,alyssa.bartlett.047144@example.com,Alyssa,Bartlett,(608) 272-1464,Bronze,16463,25-May-2025,false
LM-31658,greg.mcdonald.047146@personal.example.com,Greg,Mcdonald,6222981526,Silver,43403,01-Jun-2024,true
LM-31659,shari.mejia.047147@example.com,Shari,Mejia,+16293111557,Silver,47183,01-Sep-2024,true
LM-31660,tiffany.bradshaw.047149@example.com,Tiffany,Bradshaw,n/a,Gold,51773,26-Oct-2022,true
LM-31661,,Andre,King,6503501650,Platinum,98105,12-Feb-2025,true
LM-31662,Alfred.Mckinney.047152@Example.Com,Alfred,Mckinney,(664) 376-1712,Bronze,2198,23-Jul-2024,true
LM-31663,joan.watson.047153@example.com,Joan,Watson,671-389-1743,Bronze,24076,26-Jan-2025,true
LM-31664,vincent.grant.047154@example.com,Vincent,Grant,6784021774,Bronze,4317,24-Apr-2025,true
LM-31665,gabrielle.lam.047155@example.com,Gabrielle,Lam,+16854151805,Silver,37962,11-Feb-2025,false
LM-31666,susan.riley.047156@example.com,Susan,Riley,(692) 428-1836,Silver,45879,05-Dec-2024,true
LM-31667,leslie.andrews.047157@example.com,Leslie,Andrews,,Silver,49530,15-Apr-2023,true
LM-31668,espartaco.borges.047158@example.com,Espartaco,Borges,7064541898,Gold,65695,20-Dec-2022,true
LM-31669,gaurang.portillo.047159@example.com,Gaurang,Portillo,+17134671929,Gold,71353,27-Jan-2024,true
LM-31670,magdalena.brunet.047161@example.com,Magdalena,Brunet,727-493-1991,Bronze,8556,05-Nov-2023,false
LM-31671,andrea.shields.047162@example.com,Andrea,Shields,7345062022,Bronze,20943,21-Jul-2023,true
LM-31672,mariano.huerta.047163@example.com,Mariano,Huerta,+17415192053,Bronze,8370,03-Jun-2025,true
LM-31673,pablo.shetty.047164@example.com,Pablo,Shetty,(748) 532-2084,Bronze,19715,11-Mar-2025,true
LM-31674,lucas.warner.047166@example.com,Lucas,Warner,7625582146,Silver,32039,28-Sep-2023,true
LM-31675,nicholas.costa.047167@example.com,Nicholas,Costa,+17695712177,Silver,38573,27-Feb-2023,true
LM-31676,tracey.brito.047168@example.com,Tracey,Brito,(776) 584-2208,Gold,57346,20-Sep-2022,true
LM-31677,jessica.cuellar.047169@example.com,Jessica,Cuellar,783-597-2239,Gold,55426,07-Dec-2022,true
LM-31678,george.tanguy.047172@example.com,George,Tanguy,(804) 636-2332,Bronze,12046,23-Jun-2023,true
LM-31679,conchita.anguiano.047173@example.com,Conchita,Anguiano,811-649-2363,Bronze,13470,07-Feb-2023,true
LM-31680,lindsay.medrano.047174@example.com,Lindsay,Medrano,8186622394,Bronze,3518,01-Nov-2023,false
LM-31681,,Natalie,Rogers,+18256752425,Silver,33367,07-Jan-2025,true
LM-31682,minerva.toro.047177@example.com,Minerva,Toro,839-701-2487,Silver,36636,07-Aug-2023,true
LM-31683,selena.altamirano.047178@example.com,Selena,Altamirano,8467142518,Gold,56320,02-May-2024,true
LM-31684,marcela.goda.047179@example.com,Marcela,Goda,+18537272549,Gold,58234,06-Apr-2025,true
LM-31685,melinda.stewart.047183@example.com,Melinda,Stewart,+18817792673,Bronze,2013,26-Oct-2023,true
LM-31686,rebecca.allen.047184@example.com,Rebecca,Allen,,Bronze,9562,01-Sep-2023,false
LM-31687,harrison.charlotte.047185@example.com,Charlotte,Harrison,895-805-2735,Silver,29945,09-Jul-2023,true
LM-31688,daviluiz.carter.047187@example.com,Davi Luiz,Carter,+19098312797,Silver,47446,24-Aug-2023,true
LM-31689,citlali.cruz.047188@example.com,Citlali,Cruz,(916) 844-2828,Gold,66715,03-Aug-2024,true
LM-31690,antonio.hamilton.047189@example.com,Antonio,Hamilton,923-857-2859,Gold,64132,20-Jul-2025,true
LM-31691,charles.benson.047190@example.com,Charles,Benson,9308702890,Platinum,104037,01-Oct-2022,true
LM-31692,todd.schmidt.047192@example.com,Todd,Schmidt,(944) 896-2952,Bronze,14939,11-Aug-2024,true
LM-31693,joe.terry.047194@example.com,Joe,Terry,9589223014,Bronze,3268,11-Jun-2024,true
LM-31694,jacob.levy.047196@example.com,Jacob,Levy,(972) 948-3076,Silver,29498,15-Jun-2024,true
LM-31695,kendra.carranza.047198@example.com,Kendra,Carranza,9869743138,Gold,58177,21-Jul-2025,true
LM-31696,toni.welch.047199@example.com,Toni,Welch,+19939873169,Gold,60675,27-Jan-2023,true
LM-31697,douglas.barros.047200@personal.example.com,Douglas,Barros,(200) 200-3200,Platinum,80427,01-Jan-2025,true
LM-31698,beverly.lin.047201@example.com,Beverly,Lin,207-213-3231,Bronze,20695,19-Aug-2023,true
LM-31699,marcus.mena.047203@example.com,Marcus,Mena,+12212393293,Bronze,3037,09-Dec-2023,true
LM-31700,allen.joubert.047207@example.com,Allen,Joubert,+12492913417,Silver,46976,09-Nov-2024,true
LM-31701,,Sherry,Krish,2703303510,Platinum,97303,20-Mar-2024,true
LM-31702,jake.cazares.047211@example.com,Jake,Cazares,+12773433541,Bronze,13397,01-Jul-2024,true
LM-31703,hayley.galvan.047214@example.com,Hayley,Galvan,2983823634,Bronze,3318,18-Oct-2023,true
LM-31704,calvin.baria.047215@example.com,Calvin,Baria,+13053953665,Silver,32714,28-Feb-2025,true
LM-31705,madeline.collins.047216@example.com,Madeline,Collins,(312) 408-3696,Silver,32333,05-Feb-2023,true
LM-31706,adrian.mahoney.047217@example.com,Adrian,Mahoney,n/a,Silver,35374,09-Sep-2022,true
LM-31707,donna.ware.047218@example.com,Donna,Ware,3264343758,Gold,67934,29-Aug-2023,true
LM-31708,larry.dunlap.047220@example.com,Larry,Dunlap,(340) 460-3820,Platinum,78254,06-Jan-2025,true
LM-31709,karina.tucker.047221@example.com,Karina,Tucker,347-473-3851,Bronze,17806,22-Jun-2024,true
LM-31710,donald.savage.047222@example.com,Donald,Savage,3544863882,Bronze,2870,03-Nov-2024,true
LM-31711,suzanne.sherman.047223@example.com,Suzanne,Sherman,+13614993913,Bronze,20509,19-Sep-2024,false
LM-31712,banjeet.greene.047226@example.com,Banjeet,Greene,n/a,Silver,31082,06-Aug-2023,true
LM-31713,alex.sanders.047231@example.com,Alex,Sanders,+14176034161,Bronze,15590,24-Jun-2024,true
LM-31714,laura.robertson.047232@example.com,Laura,Robertson,(424) 616-4192,Bronze,13871,22-Dec-2022,true
LM-31715,mary.ahuja.047235@example.com,Mary,Ahuja,+14456554285,Silver,31711,23-Dec-2022,true
LM-31716,deborah.orosco.047237@example.com,Deborah,Orosco,459-681-4347,Silver,41055,27-Mar-2024,true
LM-31717,gabriel.sodhi.047239@example.com,Gabriel,Sodhi,+14737074409,Gold,69367,24-Apr-2024,true
LM-31718,anthony.torres.047240@example.com,Anthony,Torres,,Platinum,78120,20-Mar-2025,true
LM-31719,lorenzo.bonnin.047241@example.com,Lorenzo,Bonnin,,Bronze,9147,18-Feb-2023,true
LM-31720,alma.robinson.047244@example.com,Alma,Robinson,,Bronze,6699,01-Aug-2024,true
LM-31721,,Ana Luisa,Adams,5227984626,Silver,28138,14-Sep-2022,true
LM-31722,amanda.munoz.047247@personal.example.com,Amanda,Munoz,+15298114657,Silver,25051,31-Jan-2024,true
LM-31723,brayan.nolan.047249@example.com,Brayan,Nolan,543-837-4719,Gold,51328,17-Jun-2024,true
LM-31724,christopher.rice.047252@example.com,Christopher,Rice,(564) 876-4812,Bronze,2536,03-Jun-2024,true
LM-31725,kenneth.borrego.047254@example.com,Kenneth,Borrego,5789024874,Bronze,16091,31-May-2024,true
LM-31726,katie.valencia.047255@example.com,Katie,Valencia,+15859154905,Silver,26416,09-Oct-2022,true
LM-31727,hermelinda.leonard.047256@example.com,Hermelinda,Leonard,(592) 928-4936,Silver,26250,06-Apr-2025,true
LM-31728,cynthia.ozuna.047257@example.com,Cynthia,Ozuna,n/a,Silver,36915,16-Jun-2025,true
LM-31729,ravy.meadows.047258@example.com,Ravy,Meadows,6069544998,Gold,54951,11-Sep-2022,true
LM-31730,aldo.lucas.047261@example.com,Aldo,Lucas,627-993-5091,Bronze,2671,23-Aug-2023,true
LM-31731,modesto.austin.047262@example.com,Modesto,Austin,6342065122,Bronze,17325,19-Apr-2024,true
LM-31732,valerie.joyce.047268@example.com,Valerie,Joyce,(676) 284-5308,Gold,69017,13-Mar-2025,true
LM-31733,kaitlyn.knight.047269@example.com,Kaitlyn,Knight,683-297-5339,Gold,63317,21-Jan-2024,true
LM-31734,benjamin.taylor.047270@example.com,Benjamin,Taylor,6903105370,Platinum,98714,23-Jan-2025,false
LM-31735,stephen.blackwell.047271@example.com,Stephen,Blackwell,+16973235401,Bronze,20255,31-Jul-2024,true
LM-31736,kirk.hudson.047272@example.com,Kirk,Hudson,(704) 336-5432,Bronze,19614,05-Jan-2025,true
LM-31737,michael.morvan.047273@example.com,Michael,Morvan,711-349-5463,Bronze,685,16-Nov-2023,false
LM-31738,ricardo.rivas.047274@example.com,Ricardo,Rivas,7183625494,Bronze,10936,02-Sep-2024,true
LM-31739,kathy.chakraborty.047276@example.com,Kathy,Chakraborty,(732) 388-5556,Silver,40501,12-Jan-2025,true
LM-31740,randy.olmos.047277@example.com,Randy,Olmos,,Silver,25620,24-Oct-2024,true
LM-31741,,Ronnie,Baker,7464145618,Gold,73045,23-Apr-2025,false
LM-31742,alejandro.brennan.047280@example.com,Alejandro,Brennan,(760) 440-5680,Platinum,98025,11-Dec-2022,true
LM-31743,paula.seth.047281@example.com,Paula,Seth,767-453-5711,Bronze,20198,03-Oct-2023,true
LM-31744,damon.jordan.047282@example.com,Damon,Jordan,7744665742,Bronze,20330,25-Oct-2022,true
LM-31745,dakota.alves.047283@example.com,Dakota,Alves,+17814795773,Bronze,14064,07-Aug-2023,false
LM-31746,maureen.palomo.047284@example.com,Maureen,Palomo,(788) 492-5804,Bronze,3135,20-Mar-2024,true
LM-31747,tony.legoff.047285@example.com,Tony,Le Goff,795-505-5835,Silver,28704,28-Jun-2025,true
LM-31748,derrick.hill.047287@example.com,Derrick,Hill,+18095315897,Silver,32063,26-Feb-2025,true
LM-31749,lorraine.mallick.047289@example.com,Lorraine,Mallick,823-557-5959,Gold,66508,14-May-2023,true
LM-31750,jack.donovan.047290@example.com,Jack,Donovan,8305705990,Platinum,87696,05-Dec-2024,false
LM-31751,carrie.barbosa.047291@example.com,Carrie,Barbosa,+18375836021,Bronze,1466,28-Sep-2022,true
